"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Source"
"Taran V.; Alienin O.; Stirenko S.; Gordienko Y.; Rojbi A.","Taran, Vladyslav (57205697128); Alienin, Oleg (57195395231); Stirenko, Sergii (54421204800); Gordienko, Yuri (6701855242); Rojbi, A. (56422273200)","57205697128; 57195395231; 54421204800; 6701855242; 56422273200","Performance evaluation of distributed computing environments with Hadoop and Spark frameworks","2017","18","10.1109/YSF.2017.8126655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046467441&doi=10.1109%2fYSF.2017.8126655&partnerID=40&md5=77d4a08dff7b31cb565f415bd62a9d2c","National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; CHArt Laboratory (Human and Artificial Cognitions), University of Paris 8, 2 Rue de la Liberté, Saint-Denis, 93526, France","Taran V., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Alienin O., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Stirenko S., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Gordienko Y., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Rojbi A., CHArt Laboratory (Human and Artificial Cognitions), University of Paris 8, 2 Rue de la Liberté, Saint-Denis, 93526, France","Conference paper","Scopus"
"Subbotin S.","Subbotin, Sergey (7006531104)","7006531104","Methods of data sample metrics evaluation based on fractal dimension for computational intelligence model buiding","2017","5","10.1109/INFOCOMMST.2017.8246136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046007916&doi=10.1109%2fINFOCOMMST.2017.8246136&partnerID=40&md5=e4f868ecadbae469e19d3802cf7f9a23","Department of Software Tools, Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine","Subbotin S., Department of Software Tools, Zaporizhzhya National Technical University, Zaporizhzhya, Ukraine","Conference paper","Scopus"
"Bodyanskiy Y.; Vynokurova O.; Pliss I.; Peleshko D.; Rashkevych Y.","Bodyanskiy, Yevgeniy (13105377000); Vynokurova, Olena (14018777000); Pliss, Iryna (6506130334); Peleshko, Dmytro (27867946500); Rashkevych, Yuriy (27867964800)","13105377000; 14018777000; 6506130334; 27867946500; 27867964800","Deep stacking convex neuro-fuzzy system and its on-line learning","2018","4","10.1007/978-3-319-59415-6_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020830756&doi=10.1007%2f978-3-319-59415-6_5&partnerID=40&md5=63875cd5f8b81609a16937f94b8b4079","Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Lviv Polytechnik National University, 12 Bandera Street, Lviv, 79013, Ukraine","Bodyanskiy Y., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Vynokurova O., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Pliss I., Kharkiv National University of Radio Electronics, 14 Nauky av., Kharkiv, 61166, Ukraine; Peleshko D., Lviv Polytechnik National University, 12 Bandera Street, Lviv, 79013, Ukraine; Rashkevych Y., Lviv Polytechnik National University, 12 Bandera Street, Lviv, 79013, Ukraine","Conference paper","Scopus"
"Pavlyshenko B.M.","Pavlyshenko, Bohdan M. (8521299600)","8521299600","Linear, machine learning and probabilistic approaches for time series analysis","2016","29","10.1109/DSMP.2016.7583582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994235275&doi=10.1109%2fDSMP.2016.7583582&partnerID=40&md5=4589d6db838fd90e469089f82d050aa9","Ivan Franko National University of Lviv, 1 Universytetska St., Lviv, 79000, Ukraine","Pavlyshenko B.M., Ivan Franko National University of Lviv, 1 Universytetska St., Lviv, 79000, Ukraine","Conference paper","Scopus"
"Kadenko S.V.","Kadenko, Sergii V. (23995340900)","23995340900","Prospects and potential of expert decision-making support techniques implementation in information security area","2016","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017133108&partnerID=40&md5=82e7314586313f171e86d4809773cf04","Institute for Information Recording of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","Kadenko S.V., Institute for Information Recording of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","Conference paper","Scopus"
"Maksymiv O.; Rak T.; Menshikova O.","Maksymiv, Oleksii (57191859739); Rak, Taras (57189380158); Menshikova, Olga (56369302200)","57191859739; 57189380158; 56369302200","Deep convolutional network for detecting probable emergency situations","2016","12","10.1109/DSMP.2016.7583540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994236521&doi=10.1109%2fDSMP.2016.7583540&partnerID=40&md5=2b11ac348a30cfc73654fb51f3a2bbe1","Lviv State University of Life Safety, 35 Kleparivska str., Lviv, 79007, Ukraine","Maksymiv O., Lviv State University of Life Safety, 35 Kleparivska str., Lviv, 79007, Ukraine; Rak T., Lviv State University of Life Safety, 35 Kleparivska str., Lviv, 79007, Ukraine; Menshikova O., Lviv State University of Life Safety, 35 Kleparivska str., Lviv, 79007, Ukraine","Conference paper","Scopus"
"Andriichuk O.V.; Kachanov P.T.","Andriichuk, Oleh V. (54881853400); Kachanov, Petro T. (57193842530)","54881853400; 57193842530","A methodology for application of expert data-based decision support tools while identifying informational operations","2016","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017161932&partnerID=40&md5=bcab8e27d004393910fbd75eb59285a0","Institute for Information Recording, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Andriichuk O.V., Institute for Information Recording, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Kachanov P.T., Institute for Information Recording, National Academy of Sciences of Ukraine, Kyiv, Ukraine","Conference paper","Scopus"
"Golub K.","Golub, Kristina (57203995404)","57203995404","The influence of intelligent management systems on formation of commercial office buildings","2017","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053926543&partnerID=40&md5=4f6972a590e60d61057f3595a72c0fad","Kyiv National University of Construction and Architecture (KNUCA), Kyiv, Ukraine","Golub K., Kyiv National University of Construction and Architecture (KNUCA), Kyiv, Ukraine","Conference paper","Scopus"
"Lande D.V.; Andriichuk O.V.; Hraivoronska A.M.; Guliakina N.A.","Lande, Dmitry V. (19934022600); Andriichuk, Oleh V. (54881853400); Hraivoronska, Anastasiya M. (57201372537); Guliakina, Natalia A. (54417137000)","19934022600; 54881853400; 57201372537; 54417137000","Application of decision-making support, nonlinear dynamics, and computational linguistics methods during detection of information operations","2017","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044528616&partnerID=40&md5=a2d115387826ad80d58e83c46d4c0480","Institute for Information Recording of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Belarusian State University of Informatics and Radioelectronics, Minsk, Belarus","Lande D.V., Institute for Information Recording of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Andriichuk O.V., Institute for Information Recording of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Hraivoronska A.M., Institute for Information Recording of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Guliakina N.A., Belarusian State University of Informatics and Radioelectronics, Minsk, Belarus","Conference paper","Scopus"
"Nenkov N.; Dimitrov G.; Dyachenko Y.Y.; Koeva K.","Nenkov, Nayden (57192377495); Dimitrov, George (56349125700); Dyachenko, Y.Y. (6602806176); Koeva, Katerina (57192381557)","57192377495; 56349125700; 6602806176; 57192381557","Artificial intelligence technologies for personnel learning management systems","2016","29","10.1109/IS.2016.7737420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005973822&doi=10.1109%2fIS.2016.7737420&partnerID=40&md5=de7080b33309414b18f4f3dba5a27847","Department of Computer Systems and Technologies, Konstantin Preslavsky University of Shumen, Shumen, Bulgaria; Faculty of Information Science, University of Library Studies and Information Technologies, Sofia, Bulgaria; International Economics Relations Department, Volodymyr Dahl East Ukrainian National University, Severodonetsk, Ukraine; Faculty of Mathematics and Informatics, Sofia University, Sofia, Bulgaria","Nenkov N., Department of Computer Systems and Technologies, Konstantin Preslavsky University of Shumen, Shumen, Bulgaria; Dimitrov G., Faculty of Information Science, University of Library Studies and Information Technologies, Sofia, Bulgaria; Dyachenko Y.Y., International Economics Relations Department, Volodymyr Dahl East Ukrainian National University, Severodonetsk, Ukraine; Koeva K., Faculty of Mathematics and Informatics, Sofia University, Sofia, Bulgaria","Conference paper","Scopus"
"Zamula A.; Kavun S.","Zamula, Alina (57189363195); Kavun, Sergii (36069321300)","57189363195; 36069321300","Complex systems modeling with intelligent control elements","2017","35","10.1142/S179396231750009X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992688640&doi=10.1142%2fS179396231750009X&partnerID=40&md5=4b3d86892691793e257d521bdc35795c","Department of Information Technologies, Kharkiv Educational and Research, Institute of University of Banking, Kharkiv, Ukraine","Zamula A., Department of Information Technologies, Kharkiv Educational and Research, Institute of University of Banking, Kharkiv, Ukraine; Kavun S., Department of Information Technologies, Kharkiv Educational and Research, Institute of University of Banking, Kharkiv, Ukraine","Article","Scopus"
"Petro B.; Oleksandr T.; Tatyana P.-Z.","Petro, Bidyuk (6602445011); Oleksandr, Terentiev (23393752300); Tatyana, Prosyankina-Zharova (57205527803)","6602445011; 23393752300; 57205527803","Dynamic processes forecasting and risk estimation under uncertainty using decision support systems","2017","1","10.1109/UKRCON.2017.8100355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039916557&doi=10.1109%2fUKRCON.2017.8100355&partnerID=40&md5=c9d60d0de5673c33cec7ba537bb6380a","Institute for Applied System Analysis, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Institute of Telecommunications and Global Information, Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","Petro B., Institute for Applied System Analysis, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Oleksandr T., Institute for Applied System Analysis, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Tatyana P.-Z., Institute of Telecommunications and Global Information, Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","Conference paper","Scopus"
"Bodyanskiy Y.V.; Deineko A.O.; Kutsenko Y.V.; Zayika O.O.","Bodyanskiy, Yevgeniy V. (13105377000); Deineko, Anastasiia O. (56940612600); Kutsenko, Yana V. (57189390048); Zayika, Oleksandr O. (57191857192)","13105377000; 56940612600; 57189390048; 57191857192","Data streams fast EM-fuzzy clustering based on Kohonen's self-learning","2016","5","10.1109/DSMP.2016.7583565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994235709&doi=10.1109%2fDSMP.2016.7583565&partnerID=40&md5=d036909e07e1949c7bfba90c574ffdcd","Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine","Bodyanskiy Y.V., Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine; Deineko A.O., Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine; Kutsenko Y.V., Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine; Zayika O.O., Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine","Conference paper","Scopus"
"Osadchyi V.; Osadcha K.; Eremeev V.","Osadchyi, Viacheslav (57190217440); Osadcha, Kateryna (57198803878); Eremeev, Volodymyr (57212377851)","57190217440; 57198803878; 57212377851","The model of the intelligence system for the analysis of qualifications frameworks of European Countries","2017","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037157140&partnerID=40&md5=ac90da1bd123f3fbd3a66311323a3e9e","Melitopol State Pedagogical University named after Bohdan Khmelnytskyi, Melitopol, Zaporizhzhia region, Ukraine","Osadchyi V., Melitopol State Pedagogical University named after Bohdan Khmelnytskyi, Melitopol, Zaporizhzhia region, Ukraine; Osadcha K., Melitopol State Pedagogical University named after Bohdan Khmelnytskyi, Melitopol, Zaporizhzhia region, Ukraine; Eremeev V., Melitopol State Pedagogical University named after Bohdan Khmelnytskyi, Melitopol, Zaporizhzhia region, Ukraine","Article","Scopus"
"Shulyma O.; Shendryk V.; Parfenenko Y.; Shendryk S.","Shulyma, Olha (57216815967); Shendryk, Vira (54421163800); Parfenenko, Yuliia (54420952900); Shendryk, Sergii (57195679666)","57216815967; 54421163800; 54420952900; 57195679666","The model for decision support on design of the hybrid renewable energy system","2017","3","10.1109/IDAACS.2017.8095047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040065262&doi=10.1109%2fIDAACS.2017.8095047&partnerID=40&md5=9e00a158c03c9fce240fa499178ec45a","Sumy State University, Sumy, Ukraine","Shulyma O., Sumy State University, Sumy, Ukraine; Shendryk V., Sumy State University, Sumy, Ukraine; Parfenenko Y., Sumy State University, Sumy, Ukraine; Shendryk S., Sumy State University, Sumy, Ukraine","Conference paper","Scopus"
"Marchenko O.I.; Marchenko O.O.","Marchenko, Oleksandr I. (57200140501); Marchenko, Oleksii O. (57200140500)","57200140501; 57200140500","Monte-Carlo tree search with tree shape control","2017","3","10.1109/UKRCON.2017.8100358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039908794&doi=10.1109%2fUKRCON.2017.8100358&partnerID=40&md5=984955f4e8c5f4e738afac33c3512492","Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Marchenko O.I., Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Marchenko O.O., Department of System Programming and Specialized Computer Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Conference paper","Scopus"
"Sherstjuk V.; Zharikova M.; Sokol I.","Sherstjuk, Vladimir (24179426400); Zharikova, Maryna (56950952000); Sokol, Igor (57200138613)","24179426400; 56950952000; 57200138613","Approximate spatial model based on fuzzy-rough topology for real-time decision support systems","2017","4","10.1109/UKRCON.2017.8100408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039924735&doi=10.1109%2fUKRCON.2017.8100408&partnerID=40&md5=981e3be34301ee65be01e98738a24f6e","Kherson National Technical University, Kherson, Ukraine; Maritime Institute of Postgraduate Education, Kherson, Ukraine","Sherstjuk V., Kherson National Technical University, Kherson, Ukraine; Zharikova M., Kherson National Technical University, Kherson, Ukraine; Sokol I., Maritime Institute of Postgraduate Education, Kherson, Ukraine","Conference paper","Scopus"
"Smolarz A.; Wójcik W.; Gromaszek K.; Komada P.; Lytvynenko V.I.; Mussabekov N.; Yesmakhanova L.; Toigozhinova A.","Smolarz, A. (56249263000); Wójcik, W. (7005121594); Gromaszek, K. (23987409900); Komada, P. (6602647400); Lytvynenko, V.I. (57189099973); Mussabekov, N. (57191729234); Yesmakhanova, L. (57105501800); Toigozhinova, A. (57105757700)","56249263000; 7005121594; 23987409900; 6602647400; 57189099973; 57191729234; 57105501800; 57105757700","Artificial intelligence methods in diagnostics of coal-biomass blends co-combustion in pulverised coal burners","2017","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016763834&partnerID=40&md5=e14a58a35b588fcc02d0616a10fd74e1","Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, Poland; Kherson National Technical University, Kherson, Ukraine; Kazakh National Research Technical University after K.I. Satpaev, Almaty, Kazakhstan","Smolarz A., Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, Poland; Wójcik W., Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, Poland; Gromaszek K., Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, Poland; Komada P., Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, Poland; Lytvynenko V.I., Kherson National Technical University, Kherson, Ukraine; Mussabekov N., Kazakh National Research Technical University after K.I. Satpaev, Almaty, Kazakhstan; Yesmakhanova L., Kazakh National Research Technical University after K.I. Satpaev, Almaty, Kazakhstan; Toigozhinova A., Kazakh National Research Technical University after K.I. Satpaev, Almaty, Kazakhstan","Conference paper","Scopus"
